"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"49","22","InterPro Domains","","ABC transporter-like, ATP-binding domain","4.48E-32","ABCC6|ABCD1|ABCF2|ABCC9|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCE1|ABCB8|ABCA3|ABCF1|ABCD4|ABCG1|ABCA4|ABCC10|ABCA1|ABCB9|ABCA8|ABCB1|ABCG2","85041","85193|85151|85379|85166|85364|85169|85208|85325|85307|85268|85274|85241|85343|85259|85196|85328|85340|85334|85142|85313|85352|85280","6.24E-36","","IPR003439","3.1348721986001857","0"
"44","20","InterPro Domains","","ABC transporter-like, conserved site","3.26E-29","ABCC6|ABCD1|ABCF2|ABCC9|ABCB6|ABCB4|ABCA12|ABCC3|ABCE1|ABCB8|ABCA3|ABCF1|ABCD4|ABCG1|ABCA4|ABCC10|ABCA1|ABCB9|ABCA8|ABCB1","85041","85193|85151|85379|85166|85364|85169|85208|85307|85268|85274|85241|85343|85259|85196|85328|85340|85334|85142|85313|85352","9.07E-33","","IPR017871","2.8486782399932062","0"
"1554","50","GO Molecular Function","","Adenyl ribonucleotide binding","7.99E-29","ABCC6|ABCD1|ABCF2|ACTA2|ACADL|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ACAT1|ABCA12|ABCA6|ABCC3|ABCE1|ABCB8|ABCA3|ABCF1|AACS|ACSM5|ACSL4|ACVR2B|ACACB|ABCD4|ACSL3|ABCG1|ACTR1A|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACTR2|ACVRL1|AAK1|ACTG2|AARSD1|ACVR1|ACSL1|ABCB9|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|ABCB1|ACTB|ABCG2|ACSL6","85041","85193|85151|85379|85130|85289|85367|85166|85226|85223|85364|85169|85376|85208|85325|85307|85268|85274|85241|85343|85304|85295|85385|85175|85229|85259|85319|85196|85382|85328|85163|85340|85334|85178|85316|85322|85277|85256|85187|85184|85355|85142|85211|85247|85202|85253|85313|85352|85346|85280|85232","1.62E-32","","GO:0032559","2.809745322068601","0"
"45","19","KEGG Pathways","","ABC transporters","3.98E-28","ABCC6|ABCD1|ABCC9|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCB8|ABCA3|ABCD4|ABCG1|ABCA4|ABCC10|ABCA1|ABCB9|ABCA8|ABCB1|ABCG2","85041","85193|85151|85166|85364|85169|85208|85325|85307|85274|85241|85259|85196|85328|85340|85334|85142|85313|85352|85280","1.18E-30","","hsa02010","2.7400116927926312","0"
"50","19","GO Molecular Function","","ABC-type transporter activity","1.02E-26","ABCC6|ABCD1|ABCC9|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCB8|ABCA3|ABCD4|ABCG1|ABCA4|ABCC10|ABCA1|ABCB9|ABCA8|ABCB1|ABCG2","85041","85193|85151|85166|85364|85169|85208|85325|85307|85274|85241|85259|85196|85328|85340|85334|85142|85313|85352|85280","6.18E-30","","GO:0140359","2.599139982823808","0"
"1379","45","UniProt Keywords","","ATP-binding","4.35E-26","ABCC6|ABCD1|ABCF2|ACTA2|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCE1|ABCB8|ABCA3|ABCF1|AACS|ACSM5|ACSL4|ACVR2B|ACACB|ABCD4|ACSL3|ABCG1|ACTR1A|ABCA4|ABCC10|ABCA1|ACTR2|ACVRL1|AAK1|ACTG2|ACVR1|ACSL1|ABCB9|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|ABCB1|ACTB|ABCG2|ACSL6","85041","85193|85151|85379|85130|85367|85166|85226|85223|85364|85169|85208|85325|85307|85268|85274|85241|85343|85304|85295|85385|85175|85229|85259|85319|85196|85382|85328|85340|85334|85316|85322|85277|85256|85184|85355|85142|85211|85247|85202|85253|85313|85352|85346|85280|85232","6.47E-29","","KW-0067","2.536151074304536","0"
"2168","53","GO Molecular Function","","Nucleotide binding","4.9E-26","ABCC6|ABCD1|ABCF2|ACTA2|ACADL|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ACAT1|ABCA12|ACAD8|ABCA6|ABCC3|ACOX1|ABCE1|ABCB8|ABCA3|ABCF1|AACS|ACSM5|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ACTR1A|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACTR2|ACVRL1|AAK1|ACTG2|AARSD1|ACVR1|ACSL1|ABCB9|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|ABCB1|ACTB|ABCG2|ACSL6","85041","85193|85151|85379|85130|85289|85367|85166|85226|85223|85364|85169|85376|85208|85157|85325|85307|85220|85268|85274|85241|85343|85304|85295|85385|85175|85229|85349|85259|85319|85196|85382|85328|85163|85340|85334|85178|85316|85322|85277|85256|85187|85184|85355|85142|85211|85247|85202|85253|85313|85352|85346|85280|85232","3.97E-29","","GO:0000166","2.5309803919971485","0"
"1491","46","GO Molecular Function","","ATP binding","9.89E-26","ABCC6|ABCD1|ABCF2|ACTA2|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCE1|ABCB8|ABCA3|ABCF1|AACS|ACSM5|ACSL4|ACVR2B|ACACB|ABCD4|ACSL3|ABCG1|ACTR1A|ABCA4|ABCC10|ABCA1|ACTR2|ACVRL1|AAK1|ACTG2|AARSD1|ACVR1|ACSL1|ABCB9|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|ABCB1|ACTB|ABCG2|ACSL6","85041","85193|85151|85379|85130|85367|85166|85226|85223|85364|85169|85208|85325|85307|85268|85274|85241|85343|85304|85295|85385|85175|85229|85259|85319|85196|85382|85328|85340|85334|85316|85322|85277|85256|85187|85184|85355|85142|85211|85247|85202|85253|85313|85352|85346|85280|85232","1.2E-28","","GO:0005524","2.500480370840282","0"
"2507","54","GO Molecular Function","","Small molecule binding","1.91E-24","ABCC6|ABCD1|ABCF2|ACTA2|ACADL|ACTN4|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ACAT1|ABCA12|ACAD8|ABCA6|ABCC3|ACOX1|ABCE1|ABCB8|ABCA3|ABCF1|AACS|ACSM5|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ACTR1A|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACTR2|ACVRL1|AAK1|ACTG2|AARSD1|ACVR1|ACSL1|ABCB9|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|ABCB1|ACTB|ABCG2|ACSL6","85041","85193|85151|85379|85130|85289|85160|85367|85166|85226|85223|85364|85169|85376|85208|85157|85325|85307|85220|85268|85274|85241|85343|85304|85295|85385|85175|85229|85349|85259|85319|85196|85382|85328|85163|85340|85334|85178|85316|85322|85277|85256|85187|85184|85355|85142|85211|85247|85202|85253|85313|85352|85346|85280|85232","3.87E-27","","GO:0036094","2.371896663275227","0"
"2278","52","GO Molecular Function","","Carbohydrate derivative binding","2.28E-24","ABCC6|ABCD1|ABCF2|ACTA2|ACADL|ACTN4|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ACAT1|ABCA12|ABCA6|ABCC3|ABCE1|ABCB8|ABCA3|ABCF1|AACS|ACSM5|ACSL4|ACVR2B|ACACB|ABCD4|ACSL3|ABCG1|ACTR1A|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACTR2|ACVRL1|AAK1|ACTG2|AARSD1|AAMP|ACVR1|ACSL1|ABCB9|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|ABCB1|ACTB|ABCG2|ACSL6","85041","85193|85151|85379|85130|85289|85160|85367|85166|85226|85223|85364|85169|85376|85208|85325|85307|85268|85274|85241|85343|85304|85295|85385|85175|85229|85259|85319|85196|85382|85328|85163|85340|85334|85178|85316|85322|85277|85256|85187|85172|85184|85355|85142|85211|85247|85202|85253|85313|85352|85346|85280|85232","5.08E-27","","GO:0097367","2.3642065152999545","0"
"2404","53","GO Molecular Function","","Anion binding","2.37E-24","ABCC6|ABCD1|ABCF2|ACTA2|ACADL|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ACAT1|ABCA12|ACAD8|ABCA6|ABCC3|ACE|ACOX1|ABCE1|ABCB8|ABCA3|ABCF1|AACS|ACSM5|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ACTN2|ACTR1A|ABCA4|ABCC10|ABCA1|ACTR2|ACVRL1|AAK1|ACTG2|AARSD1|ACVR1|ACSL1|ABCB9|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|ABCB1|ACTB|ABCG2|ACSL6","85041","85193|85151|85379|85130|85289|85367|85166|85226|85223|85364|85169|85376|85208|85157|85325|85307|85298|85220|85268|85274|85241|85343|85304|85295|85385|85175|85229|85349|85259|85319|85196|85373|85382|85328|85340|85334|85316|85322|85277|85256|85187|85184|85355|85142|85211|85247|85202|85253|85313|85352|85346|85280|85232","5.76E-27","","GO:0043168","2.3625251653989894","0"
"144","22","SMART Domains","","ATPases associated with a variety of cellular activities","4.42E-24","ABCC6|ABCD1|ABCF2|ABCC9|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCE1|ABCB8|ABCA3|ABCF1|ABCD4|ABCG1|ABCA4|ABCC10|ABCA1|ABCB9|ABCA8|ABCB1|ABCG2","85041","85193|85151|85379|85166|85364|85169|85208|85325|85307|85268|85274|85241|85343|85259|85196|85328|85340|85334|85142|85313|85352|85280","5.39E-27","","SM00382","2.335457773065091","0"
"139","22","InterPro Domains","","AAA+ ATPase domain","6.37E-24","ABCC6|ABCD1|ABCF2|ABCC9|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCE1|ABCB8|ABCA3|ABCF1|ABCD4|ABCG1|ABCA4|ABCC10|ABCA1|ABCB9|ABCA8|ABCB1|ABCG2","85041","85193|85151|85379|85166|85364|85169|85208|85325|85307|85268|85274|85241|85343|85259|85196|85328|85340|85334|85142|85313|85352|85280","2.66E-27","","IPR003593","2.319586056766465","0"
"150","19","UniProt Keywords","","Fatty acid metabolism","1.33E-19","ACADL|ACOT2|ACSBG1|ACAT1|ACAA2|ACOX1|ACOT1|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ACSL3|ACOT11|ACOT7|ACSL1|ABHD5|ACSL6","85041","85289|85310|85367|85376|85214|85220|85337|85304|85295|85133|85385|85229|85349|85319|85163|85178|85355|85283|85232","5.93E-22","","KW-0276","1.8876148359032914","0"
"868","33","GO Biological Process","","Organic acid metabolic process","2.7E-18","ABCD1|ACADL|ACOT2|ACSBG1|AARS1|ACAT1|ABHD2|AASDHPPT|ACAD8|ACAA2|ACOX1|ABHD6|ACOT1|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ABCD4|ACSL3|ACOT11|ABCC10|ACOT7|ACY1|AARSD1|AASS|ACSL1|ACLY|ABHD14A-ACY1|ABHD5|ABCG2|ACSL6","85041","85151|85289|85310|85367|85226|85376|85250|85358|85157|85214|85220|85262|85337|85304|85295|85133|85385|85229|85349|85259|85319|85163|85340|85178|85235|85187|85217|85355|85253|85136|85283|85280|85232","1.96E-22","","GO:0006082","1.7568636235841013","0"
"1210","37","GO Biological Process","","Lipid metabolic process","2.7E-18","ABCD1|ABHD11|ACOT13|AADAC|ACADL|ACOT2|ACSBG1|ABCB4|ACAT1|ABHD2|ABCA12|ACAD8|ACAA2|ACOX1|ABHD6|ABCA3|ACOT1|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ABCA4|ACOT11|ABCA1|ACOT7|ACSL1|ACSS3|ACP6|ACLY|ABCA8|ABHD5|ACSL6","85041","85151|85244|85286|85181|85289|85310|85367|85169|85376|85250|85208|85157|85214|85220|85262|85241|85337|85304|85295|85133|85385|85229|85349|85259|85319|85196|85328|85163|85334|85178|85355|85247|85199|85253|85313|85283|85232","3.28E-22","","GO:0006629","1.7568636235841013","0"
"325","24","GO Biological Process","","Fatty acid metabolic process","2.7E-18","ABCD1|ACADL|ACOT2|ACSBG1|ACAT1|ABHD2|ACAA2|ACOX1|ABHD6|ACOT1|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ABCD4|ACSL3|ACOT11|ACOT7|ACSL1|ACLY|ABHD5|ACSL6","85041","85151|85289|85310|85367|85376|85250|85214|85220|85262|85337|85304|85295|85133|85385|85229|85349|85259|85319|85163|85178|85355|85253|85283|85232","1.72E-22","","GO:0006631","1.7568636235841013","0"
"819","32","GO Biological Process","","Carboxylic acid metabolic process","2.7E-18","ABCD1|ACADL|ACOT2|ACSBG1|AARS1|ACAT1|ABHD2|AASDHPPT|ACAD8|ACAA2|ACOX1|ABHD6|ACOT1|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ABCD4|ACSL3|ACOT11|ABCC10|ACOT7|ACY1|AARSD1|AASS|ACSL1|ACLY|ABHD14A-ACY1|ABHD5|ACSL6","85041","85151|85289|85310|85367|85226|85376|85250|85358|85157|85214|85220|85262|85337|85304|85295|85133|85385|85229|85349|85259|85319|85163|85340|85178|85235|85187|85217|85355|85253|85136|85283|85232","4.65E-22","","GO:0019752","1.7568636235841013","0"
"102","17","Reactome Pathways","","ABC-family proteins mediated transport","3.47E-18","ABCC6|ABCD1|ABCC9|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCB8|ABCA3|ABCF1|ABCG1|ABCA4|ABCC10|ABCB9|ABCA8|ABCB1","85041","85193|85151|85166|85364|85169|85208|85325|85307|85274|85241|85343|85196|85328|85340|85142|85313|85352","1.52E-21","","HSA-382556","1.7459670525209128","0"
"94","16","STRING Clusters","","Mixed, incl. Fatty acid beta-oxidation, and Fatty acid biosynthesis","8.61E-17","ABCD1|ACADL|ACSBG1|ACAT1|ACAD8|ACAA2|ACOX1|AACS|ACSM5|ACAA1|ACSL4|ACOX3|ACSL3|ACSL1|ACSS3|ACSL6","85041","85151|85289|85367|85376|85157|85214|85220|85304|85295|85133|85385|85349|85319|85355|85247|85232","1.88E-20","","CL:8737","1.6064996848546347","0"
"485","24","UniProt Keywords","","Lipid metabolism","1.96E-16","ACADL|ACOT2|ACSBG1|ACAT1|ABHD2|ACAA2|ACOX1|ABHD6|ACOT1|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ACSL3|ACOT11|ABCA1|ACOT7|ACSL1|ACP6|ACLY|ABHD5|ACSL6","85041","85289|85310|85367|85376|85250|85214|85220|85262|85337|85304|85295|85133|85385|85229|85349|85319|85163|85334|85178|85355|85199|85253|85283|85232","1.17E-18","","KW-0443","1.5707743928643523","0"
"176","18","Reactome Pathways","","Fatty acid metabolism","3.07E-16","ABCD1|ACOT13|ACADL|ACOT2|ACSBG1|ACAA2|ACOX1|ACOT1|ACAA1|ACSL4|ACACB|ACOX3|ACSL3|ACOT11|ACOT7|ACSL1|ACLY|ACSL6","85041","85151|85286|85289|85310|85367|85214|85220|85337|85133|85385|85229|85349|85319|85163|85178|85355|85253|85232","2.69E-19","","HSA-8978868","1.5512861624522813","0"
"543","25","GO Molecular Function","","ATP-dependent activity","3.1E-16","ABCC6|ABCD1|ACSBG1|ABCC9|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCB8|ABCA3|ACSM5|ACSL4|ABCD4|ACSL3|ABCG1|ABCA4|ABCC10|ABCA1|ACSL1|ABCB9|ABCA8|ABCB1|ABCG2|ACSL6","85041","85193|85151|85367|85166|85364|85169|85208|85325|85307|85274|85241|85295|85385|85259|85319|85196|85328|85340|85334|85355|85142|85313|85352|85280|85232","1.01E-18","","GO:0140657","1.5508638306165727","0"
"502","25","GO Biological Process","","Monocarboxylic acid metabolic process","4.39E-16","ABCD1|ACADL|ACOT2|ACSBG1|ACAT1|ABHD2|AASDHPPT|ACAA2|ACOX1|ABHD6|ACOT1|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ABCD4|ACSL3|ACOT11|ACOT7|ACSL1|ACLY|ABHD5|ACSL6","85041","85151|85289|85310|85367|85376|85250|85358|85214|85220|85262|85337|85304|85295|85133|85385|85229|85349|85259|85319|85163|85178|85355|85253|85283|85232","1.68E-19","","GO:0032787","1.5357535479757878","0"
"88","15","GO Biological Process","","acyl-CoA metabolic process","6.98E-16","ABCD1|ACOT2|ACSBG1|ACAT1|ACOT1|ACSM5|ACSL4|ACACB|ACSL3|ACOT11|ACOT7|AASS|ACSL1|ACLY|ACSL6","85041","85151|85310|85367|85376|85337|85295|85385|85229|85319|85163|85178|85217|85355|85253|85232","3.12E-19","","GO:0006637","1.515614457737684","0"
"918","30","GO Biological Process","","Cellular lipid metabolic process","2.84E-15","ABCD1|ABHD11|ACADL|ACOT2|ACSBG1|ACAT1|ABHD2|ABCA12|ACAA2|ACOX1|ABHD6|ABCA3|ACOT1|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ABCD4|ACSL3|ABCA4|ACOT11|ACOT7|ACSL1|ACP6|ACLY|ABCA8|ABHD5|ACSL6","85041","85151|85244|85289|85310|85367|85376|85250|85208|85214|85220|85262|85241|85337|85304|85295|85133|85385|85229|85349|85259|85319|85328|85163|85178|85355|85199|85253|85313|85283|85232","1.63E-18","","GO:0044255","1.4546681659952962","0"
"739","27","Reactome Pathways","","Metabolism of lipids","6.68E-15","ABCD1|ACOT13|ACADL|ACOT2|ACSBG1|ABCB4|ACAT1|ACAA2|ABCC3|ACOX1|ACHE|ACOT1|AACS|ACAA1|ACSL4|ACACB|ACOX3|ACSL3|ACOT11|ABCA1|ACOT7|ACSL1|ACSS3|ACP6|ACLY|ABHD5|ACSL6","85041","85151|85286|85289|85310|85367|85169|85376|85214|85307|85220|85154|85337|85304|85133|85385|85229|85349|85319|85163|85334|85178|85355|85247|85199|85253|85283|85232","8.78E-18","","HSA-556833","1.4175223537524455","0"
"1645","37","GO Biological Process","","Small molecule metabolic process","1.23E-14","ABCC6|ABCD1|ACADL|ACOT2|ACSBG1|AARS1|ACAT1|ABHD2|AASDHPPT|ACAD8|ACAA2|ACOX1|ABHD6|ACOT1|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ACOT11|ABCC10|ABCA1|ACOT7|ACY1|AARSD1|AASS|ACSL1|ACSS3|ACLY|ABHD14A-ACY1|ABHD5|ABCG2|ACSL6","85041","85193|85151|85289|85310|85367|85226|85376|85250|85358|85157|85214|85220|85262|85337|85304|85295|85133|85385|85229|85349|85259|85319|85196|85163|85340|85334|85178|85235|85187|85217|85355|85247|85253|85136|85283|85280|85232","7.85E-18","","GO:0044281","1.3910094888560602","0"
"28","11","InterPro Domains","","ABC transporter type 1, transmembrane domain","1.47E-14","ABCC6|ABCD1|ABCC9|ABCB6|ABCB4|ABCC3|ABCB8|ABCD4|ABCC10|ABCB9|ABCB1","85041","85193|85151|85166|85364|85169|85307|85274|85259|85340|85142|85352","8.19E-18","","IPR011527","1.3832682665251823","0"
"28","11","InterPro Domains","","ABC transporter type 1, transmembrane domain superfamily","1.47E-14","ABCC6|ABCD1|ABCC9|ABCB6|ABCB4|ABCC3|ABCB8|ABCD4|ABCC10|ABCB9|ABCB1","85041","85193|85151|85166|85364|85169|85307|85274|85259|85340|85142|85352","8.19E-18","","IPR036640","1.3832682665251823","0"
"42","11","KEGG Pathways","","Fatty acid degradation","5.96E-14","ACADL|ACSBG1|ACAT1|ACAA2|ACOX1|ACAA1|ACSL4|ACOX3|ACSL3|ACSL1|ACSL6","85041","85289|85367|85376|85214|85220|85133|85385|85349|85319|85355|85232","3.55E-16","","hsa00071","1.3224753740259765","0"
"54","11","KEGG Pathways","","Fatty acid metabolism","4.47E-13","ACADL|ACSBG1|ACAT1|ACAA2|ACOX1|ACAA1|ACSL4|ACOX3|ACSL3|ACSL1|ACSL6","85041","85289|85367|85376|85214|85220|85133|85385|85349|85319|85355|85232","3.99E-15","","hsa01212","1.2349692476868064","0"
"6033","62","GO Molecular Function","","Ion binding","1.07E-12","ABCC6|ABCD1|ACP5|ABCF2|ACTA2|ACOT13|ACADL|ACTN4|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ACAT1|ABCA12|ABLIM1|AASDHPPT|ACAD8|ABCA6|ABCC3|ACE|ACOX1|ABCE1|ABCB8|ABCA3|ACHE|ABCF1|AACS|ACSM5|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ACTN2|ACTR1A|ABCA4|ABCC10|ABCA1|ACTR2|ACVRL1|ACY1|AAK1|ACTG2|ACE2|AARSD1|ACVR1|ACSL1|ABLIM3|ABCB9|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|ABCB1|ACTB|ABCG2|ACSL6","85041","85193|85151|85301|85379|85130|85286|85289|85160|85367|85166|85226|85223|85364|85169|85376|85208|85265|85358|85157|85325|85307|85298|85220|85268|85274|85241|85154|85343|85304|85295|85385|85175|85229|85349|85259|85319|85196|85373|85382|85328|85340|85334|85316|85322|85235|85277|85256|85271|85187|85184|85355|85331|85142|85211|85247|85202|85253|85313|85352|85346|85280|85232","3.68E-15","","GO:0043167","1.197061622231479","0"
"810","25","GO Biological Process","","Cellular amide metabolic process","9.02E-12","ABCD1|ACOT2|ACSBG1|AARS1|ACAT1|ABCA12|AASDHPPT|ACE|ABCE1|ACOT1|ABCF1|ACSM5|ACSL4|ACACB|ACSL3|ACOT11|ACOT7|ACE2|AARSD1|AASS|ACSL1|ABCB9|ACLY|ABCA8|ACSL6","85041","85151|85310|85367|85226|85376|85208|85358|85298|85268|85337|85343|85295|85385|85229|85319|85163|85178|85271|85187|85217|85355|85142|85253|85313|85232","8.06E-15","","GO:0043603","1.1044793462458058","0"
"24","9","Pfam","","ABC transporter transmembrane region","2.95E-11","ABCC6|ABCC9|ABCB6|ABCB4|ABCC3|ABCB8|ABCC10|ABCB9|ABCB1","85041","85193|85166|85364|85169|85307|85274|85340|85142|85352","1.28E-14","","PF00664","1.0530177984021836","0"
"31","9","SMART Domains","","Actin","3.62E-11","ACTA2|ACTR5|ACTR3|ACTR1A|ACTR2|ACTG2|ACTL6A|ACTG1|ACTB","85041","85130|85361|85223|85382|85316|85256|85238|85202|85346","8.83E-14","","SM00268","1.0441291429466835","0"
"2092","36","Reactome Pathways","","Metabolism","5.64E-11","ABCD1|ACP5|ACOT13|AADAC|ACADL|ACOT2|ACSBG1|ABCB4|ACAT1|AASDHPPT|ACAD8|ACAA2|ABCC3|ACOX1|ACHE|ACOT1|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ABCD4|ACSL3|ACOT11|ABCA1|ACOT7|ACY1|AASS|ACSL1|ACSS3|ACP6|ACLY|ABHD5|ABCG2|ACSL6","85041","85151|85301|85286|85181|85289|85310|85367|85169|85376|85358|85157|85214|85307|85220|85154|85337|85304|85295|85133|85385|85229|85349|85259|85319|85163|85334|85178|85235|85217|85355|85247|85199|85253|85283|85280|85232","9.88E-14","","HSA-1430728","1.0248720896016656","0"
"31","9","InterPro Domains","","Actin family","1.06E-10","ACTA2|ACTR5|ACTR3|ACTR1A|ACTR2|ACTG2|ACTL6A|ACTG1|ACTB","85041","85130|85361|85223|85382|85316|85256|85238|85202|85346","8.83E-14","","IPR004000","0.997469413473523","0"
"329","17","GO Biological Process","","Lipid transport","1.26E-10","ABCD1|ABCB4|ABCA12|ABCA6|ABCC3|ACE|ABCA3|ABCD4|ACSL3|ABCG1|ABCA4|ABCC10|ABCA1|ACSL1|ABCA8|ABCB1|ABCG2","85041","85151|85169|85208|85325|85307|85298|85241|85259|85319|85196|85328|85340|85334|85355|85313|85352|85280","1.21E-13","","GO:0006869","0.9899629454882437","0"
"107","12","GO Biological Process","","Long-chain fatty acid metabolic process","1.31E-10","ABCD1|ACADL|ACOT2|ACSBG1|ABHD6|ACOT1|ACAA1|ACSL4|ACSL3|ACOT7|ACSL1|ACSL6","85041","85151|85289|85310|85367|85262|85337|85133|85385|85319|85178|85355|85232","1.34E-13","","GO:0001676","0.9882728704344237","0"
"35","9","GO Biological Process","","Very long-chain fatty acid metabolic process","2.08E-10","ABCD1|ACOT2|ACSBG1|ACOX1|ACOT1|ACAA1|ABCD4|ACSL1|ACSL6","85041","85151|85310|85367|85220|85337|85133|85259|85355|85232","2.26E-13","","GO:0000038","0.9681936665037238","0"
"6568","62","GO Biological Process","","Cellular metabolic process","2.39E-10","ABCC6|ABCD1|ACP5|ABHD11|AADAC|ACADL|ACOT2|ACTR5|ACSBG1|AARS1|ABCB6|ACAT1|ABHD2|ACP1|ABCA12|ABT1|AASDHPPT|ACAD8|ACAA2|ABCC3|ACE|ACOX1|ABHD6|ABCE1|ABCA3|ACHE|ACOT1|ABCF1|AACS|ACSM5|ACAA1|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACVRL1|ACY1|AAK1|ACE2|ACTL6A|AARSD1|AASS|ACVR1|ACSL1|ABLIM3|ABCB9|ACVR1B|ACSS3|ACP6|ACLY|ABCA8|ABHD14A-ACY1|ABHD5|ABCG2|ACSL6","85041","85193|85151|85301|85244|85181|85289|85310|85361|85367|85226|85364|85376|85250|85145|85208|85148|85358|85157|85214|85307|85298|85220|85262|85268|85241|85154|85337|85343|85304|85295|85133|85385|85175|85229|85349|85259|85319|85328|85163|85340|85334|85178|85322|85235|85277|85271|85238|85187|85217|85184|85355|85331|85142|85211|85247|85199|85253|85313|85136|85283|85280|85232","2.74E-13","","GO:0044237","0.9621602099051862","0"
"5977","58","GO Molecular Function","","Heterocyclic compound binding","4.55E-10","ABCC6|ABCD1|ABCF2|ACTA2|ACADL|ACTN4|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ACAT1|ABCA12|ABT1|ACAD8|ABCA6|ACAA2|ABCC3|ACE|ACOX1|ABCE1|ABCB8|ABCA3|ABCF1|AACS|ACSM5|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ACTR1A|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACTR2|ACVRL1|AAK1|ACTG2|AARSD1|ACVR1|ACSL1|ABCB9|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|AATF|ABCB1|ACTB|ABCG2|ACSL6","85041","85193|85151|85379|85130|85289|85160|85367|85166|85226|85223|85364|85169|85376|85208|85148|85157|85325|85214|85307|85298|85220|85268|85274|85241|85343|85304|85295|85385|85175|85229|85349|85259|85319|85196|85382|85328|85163|85340|85334|85178|85316|85322|85277|85256|85187|85184|85355|85142|85211|85247|85202|85253|85313|85190|85352|85346|85280|85232","1.75E-12","","GO:1901363","0.9341988603342888","0"
"27","8","GO Molecular Function","","CoA-ligase activity","4.82E-10","ACSBG1|AACS|ACSM5|ACSL4|ACSL3|ACSL1|ACSS3|ACSL6","85041","85367|85304|85295|85385|85319|85355|85247|85232","1.95E-12","","GO:0016405","0.9316952961761151","0"
"31","8","GO Molecular Function","","Acid-thiol ligase activity","1.18E-9","ACSBG1|AACS|ACSM5|ACSL4|ACSL3|ACSL1|ACSS3|ACSL6","85041","85367|85304|85295|85385|85319|85355|85247|85232","5.03E-12","","GO:0016878","0.8928117992693874","0"
"26","8","InterPro Domains","","AMP-binding, conserved site","1.55E-9","ACSBG1|AACS|ACSM5|ACSL4|ACSL3|ACSL1|ACSS3|ACSL6","85041","85367|85304|85295|85385|85319|85355|85247|85232","1.51E-12","","IPR020845","0.8809668301829708","0"
